
SQL*Plus: Release 11.2.0.3.0 Production on Wed Jun 12 15:39:13 2013

Copyright (c) 1982, 2011, Oracle.  All rights reserved.


Connected to:
Oracle Database 11g Enterprise Edition Release 11.2.0.3.0 - 64bit Production

SQL> SQL> 
ALL_REPRESOLUTION_METHOD       SYNONYM		   PUBLIC
ALL_REPRESOLUTION_STATISTICS   SYNONYM		   PUBLIC
ALL_REPRESOLUTION_STATISTICS   VIEW		   SYS
ALL_REPRESOL_STATS_CONTROL     SYNONYM		   PUBLIC
ALL_REPRESOL_STATS_CONTROL     VIEW		   SYS
ALL_REPSCHEMA		       SYNONYM		   PUBLIC
ALL_REPSCHEMA		       VIEW		   SYS
ALL_REPSITES		       SYNONYM		   PUBLIC
ALL_REPSITES		       VIEW		   SYS
ALL_REWRITE_EQUIVALENCES       SYNONYM		   PUBLIC
ALL_REWRITE_EQUIVALENCES       VIEW		   SYS
ALL_RULES		       SYNONYM		   PUBLIC
ALL_RULES		       VIEW		   SYS
ALL_RULESETS		       VIEW		   SYS
ALL_RULESETS		       SYNONYM		   PUBLIC
ALL_RULE_SETS		       SYNONYM		   PUBLIC
ALL_RULE_SETS		       VIEW		   SYS
ALL_RULE_SET_RULES	       VIEW		   SYS
ALL_RULE_SET_RULES	       SYNONYM		   PUBLIC
ALL_SCHEDULER_CHAINS	       VIEW		   SYS
ALL_SCHEDULER_CHAINS	       SYNONYM		   PUBLIC
ALL_SCHEDULER_CHAIN_RULES      VIEW		   SYS
ALL_SCHEDULER_CHAIN_RULES      SYNONYM		   PUBLIC
ALL_SCHEDULER_CHAIN_STEPS      SYNONYM		   PUBLIC
ALL_SCHEDULER_CHAIN_STEPS      VIEW		   SYS
ALL_SCHEDULER_CREDENTIALS      SYNONYM		   PUBLIC
ALL_SCHEDULER_CREDENTIALS      VIEW		   SYS
ALL_SCHEDULER_DB_DESTS	       VIEW		   SYS
ALL_SCHEDULER_DB_DESTS	       SYNONYM		   PUBLIC
ALL_SCHEDULER_DESTS	       SYNONYM		   PUBLIC
ALL_SCHEDULER_DESTS	       VIEW		   SYS
ALL_SCHEDULER_EXTERNAL_DESTS   VIEW		   SYS
ALL_SCHEDULER_EXTERNAL_DESTS   SYNONYM		   PUBLIC
ALL_SCHEDULER_FILE_WATCHERS    SYNONYM		   PUBLIC
ALL_SCHEDULER_FILE_WATCHERS    VIEW		   SYS
ALL_SCHEDULER_GLOBAL_ATTRIBUTE SYNONYM		   PUBLIC
ALL_SCHEDULER_GLOBAL_ATTRIBUTE VIEW		   SYS
ALL_SCHEDULER_GROUPS	       SYNONYM		   PUBLIC
ALL_SCHEDULER_GROUPS	       VIEW		   SYS
ALL_SCHEDULER_GROUP_MEMBERS    VIEW		   SYS
ALL_SCHEDULER_GROUP_MEMBERS    SYNONYM		   PUBLIC
ALL_SCHEDULER_JOBS	       VIEW		   SYS
ALL_SCHEDULER_JOBS	       SYNONYM		   PUBLIC
ALL_SCHEDULER_JOB_ARGS	       SYNONYM		   PUBLIC
ALL_SCHEDULER_JOB_ARGS	       VIEW		   SYS
ALL_SCHEDULER_JOB_CLASSES      VIEW		   SYS
ALL_SCHEDULER_JOB_CLASSES      SYNONYM		   PUBLIC
ALL_SCHEDULER_JOB_DESTS        VIEW		   SYS
ALL_SCHEDULER_JOB_DESTS        SYNONYM		   PUBLIC
ALL_SCHEDULER_JOB_LOG	       SYNONYM		   PUBLIC
ALL_SCHEDULER_JOB_LOG	       VIEW		   SYS
ALL_SCHEDULER_JOB_RUN_DETAILS  VIEW		   SYS
ALL_SCHEDULER_JOB_RUN_DETAILS  SYNONYM		   PUBLIC
ALL_SCHEDULER_NOTIFICATIONS    VIEW		   SYS
ALL_SCHEDULER_NOTIFICATIONS    SYNONYM		   PUBLIC
ALL_SCHEDULER_PROGRAMS	       VIEW		   SYS
ALL_SCHEDULER_PROGRAMS	       SYNONYM		   PUBLIC
ALL_SCHEDULER_PROGRAM_ARGS     SYNONYM		   PUBLIC
ALL_SCHEDULER_PROGRAM_ARGS     VIEW		   SYS
ALL_SCHEDULER_REMOTE_DATABASES VIEW		   SYS
ALL_SCHEDULER_REMOTE_DATABASES SYNONYM		   PUBLIC
ALL_SCHEDULER_REMOTE_JOBSTATE  SYNONYM		   PUBLIC
ALL_SCHEDULER_REMOTE_JOBSTATE  VIEW		   SYS
ALL_SCHEDULER_RUNNING_CHAINS   VIEW		   SYS
ALL_SCHEDULER_RUNNING_CHAINS   SYNONYM		   PUBLIC
ALL_SCHEDULER_RUNNING_JOBS     SYNONYM		   PUBLIC
ALL_SCHEDULER_RUNNING_JOBS     VIEW		   SYS
ALL_SCHEDULER_SCHEDULES        VIEW		   SYS
ALL_SCHEDULER_SCHEDULES        SYNONYM		   PUBLIC
ALL_SCHEDULER_WINDOWS	       SYNONYM		   PUBLIC
ALL_SCHEDULER_WINDOWS	       VIEW		   SYS
ALL_SCHEDULER_WINDOW_DETAILS   SYNONYM		   PUBLIC
ALL_SCHEDULER_WINDOW_DETAILS   VIEW		   SYS
ALL_SCHEDULER_WINDOW_GROUPS    VIEW		   SYS
ALL_SCHEDULER_WINDOW_GROUPS    SYNONYM		   PUBLIC
ALL_SCHEDULER_WINDOW_LOG       VIEW		   SYS
ALL_SCHEDULER_WINDOW_LOG       SYNONYM		   PUBLIC
ALL_SCHEDULER_WINGROUP_MEMBERS VIEW		   SYS
ALL_SCHEDULER_WINGROUP_MEMBERS SYNONYM		   PUBLIC
ALL_SECONDARY_OBJECTS	       VIEW		   SYS
ALL_SECONDARY_OBJECTS	       SYNONYM		   PUBLIC
ALL_SEC_RELEVANT_COLS	       SYNONYM		   PUBLIC
ALL_SEC_RELEVANT_COLS	       VIEW		   SYS
ALL_SEQUENCES		       SYNONYM		   PUBLIC
ALL_SEQUENCES		       VIEW		   SYS
ALL_SERVICES		       SYNONYM		   PUBLIC
ALL_SNAPSHOTS		       SYNONYM		   PUBLIC
ALL_SNAPSHOTS		       VIEW		   SYS
ALL_SNAPSHOT_LOGS	       SYNONYM		   PUBLIC
ALL_SNAPSHOT_LOGS	       VIEW		   SYS
ALL_SNAPSHOT_REFRESH_TIMES     SYNONYM		   PUBLIC
ALL_SOURCE		       VIEW		   SYS
ALL_SOURCE		       SYNONYM		   PUBLIC
ALL_SOURCE_AE		       SYNONYM		   PUBLIC
ALL_SOURCE_AE		       VIEW		   SYS
ALL_SOURCE_TABLES	       SYNONYM		   PUBLIC
ALL_SOURCE_TAB_COLUMNS	       SYNONYM		   PUBLIC
ALL_SOURCE_TAB_COLUMNS	       VIEW		   SYS
ALL_SQLJ_TYPES		       SYNONYM		   PUBLIC
ALL_SQLJ_TYPES		       VIEW		   SYS
ALL_SQLJ_TYPE_ATTRS	       VIEW		   SYS
ALL_SQLJ_TYPE_ATTRS	       SYNONYM		   PUBLIC
ALL_SQLJ_TYPE_METHODS	       VIEW		   SYS
ALL_SQLJ_TYPE_METHODS	       SYNONYM		   PUBLIC
ALL_SQLSET		       SYNONYM		   PUBLIC
ALL_SQLSET		       VIEW		   SYS
ALL_SQLSET_BINDS	       VIEW		   SYS
ALL_SQLSET_BINDS	       SYNONYM		   PUBLIC
ALL_SQLSET_PLANS	       VIEW		   SYS
ALL_SQLSET_PLANS	       SYNONYM		   PUBLIC
ALL_SQLSET_REFERENCES	       VIEW		   SYS
ALL_SQLSET_REFERENCES	       SYNONYM		   PUBLIC
ALL_SQLSET_STATEMENTS	       VIEW		   SYS
ALL_SQLSET_STATEMENTS	       SYNONYM		   PUBLIC
ALL_STAT_EXTENSIONS	       SYNONYM		   PUBLIC
ALL_STAT_EXTENSIONS	       VIEW		   SYS
ALL_STORED_SETTINGS	       SYNONYM		   PUBLIC
ALL_STORED_SETTINGS	       VIEW		   SYS
ALL_STREAMS_COLUMNS	       VIEW		   SYS
ALL_STREAMS_COLUMNS	       SYNONYM		   PUBLIC
ALL_STREAMS_GLOBAL_RULES       VIEW		   SYS
ALL_STREAMS_GLOBAL_RULES       SYNONYM		   PUBLIC
ALL_STREAMS_KEEP_COLUMNS       SYNONYM		   PUBLIC
ALL_STREAMS_MESSAGE_CONSUMERS  VIEW		   SYS
ALL_STREAMS_MESSAGE_CONSUMERS  SYNONYM		   PUBLIC
ALL_STREAMS_MESSAGE_RULES      VIEW		   SYS
ALL_STREAMS_MESSAGE_RULES      SYNONYM		   PUBLIC
ALL_STREAMS_NEWLY_SUPPORTED    VIEW		   SYS
ALL_STREAMS_NEWLY_SUPPORTED    SYNONYM		   PUBLIC
ALL_STREAMS_RULES	       VIEW		   SYS
ALL_STREAMS_RULES	       SYNONYM		   PUBLIC
ALL_STREAMS_SCHEMA_RULES       VIEW		   SYS
ALL_STREAMS_SCHEMA_RULES       SYNONYM		   PUBLIC
ALL_STREAMS_TABLE_RULES        VIEW		   SYS
ALL_STREAMS_TABLE_RULES        SYNONYM		   PUBLIC
ALL_STREAMS_TRANSFORMATIONS    SYNONYM		   PUBLIC
ALL_STREAMS_TRANSFORM_FUNCTION SYNONYM		   PUBLIC
ALL_STREAMS_TRANSFORM_FUNCTION VIEW		   SYS
ALL_STREAMS_UNSUPPORTED        VIEW		   SYS
ALL_STREAMS_UNSUPPORTED        SYNONYM		   PUBLIC
ALL_SUBPARTITION_TEMPLATES     VIEW		   SYS
ALL_SUBPARTITION_TEMPLATES     SYNONYM		   PUBLIC
ALL_SUBPART_COL_STATISTICS     SYNONYM		   PUBLIC
ALL_SUBPART_COL_STATISTICS     VIEW		   SYS
ALL_SUBPART_HISTOGRAMS	       SYNONYM		   PUBLIC
ALL_SUBPART_HISTOGRAMS	       VIEW		   SYS
ALL_SUBPART_KEY_COLUMNS        VIEW		   SYS
ALL_SUBPART_KEY_COLUMNS        SYNONYM		   PUBLIC
ALL_SUBSCRIBED_COLUMNS	       SYNONYM		   PUBLIC
ALL_SUBSCRIBED_TABLES	       SYNONYM		   PUBLIC
ALL_SUBSCRIPTIONS	       SYNONYM		   PUBLIC
ALL_SUMDELTA		       SYNONYM		   PUBLIC
ALL_SUMDELTA		       VIEW		   SYS
ALL_SUMMAP		       VIEW		   SYS
ALL_SUMMAP		       SYNONYM		   PUBLIC
ALL_SUMMARIES		       VIEW		   SYS
ALL_SUMMARIES		       SYNONYM		   PUBLIC
ALL_SUMMARY_AGGREGATES	       VIEW		   SYS
ALL_SUMMARY_AGGREGATES	       SYNONYM		   PUBLIC
ALL_SUMMARY_DETAIL_TABLES      VIEW		   SYS
ALL_SUMMARY_DETAIL_TABLES      SYNONYM		   PUBLIC
ALL_SUMMARY_JOINS	       VIEW		   SYS
ALL_SUMMARY_JOINS	       SYNONYM		   PUBLIC
ALL_SUMMARY_KEYS	       VIEW		   SYS
ALL_SUMMARY_KEYS	       SYNONYM		   PUBLIC
ALL_SYNC_CAPTURE	       SYNONYM		   PUBLIC
ALL_SYNC_CAPTURE_PREPARED_TABS VIEW		   SYS
ALL_SYNC_CAPTURE_PREPARED_TABS SYNONYM		   PUBLIC
ALL_SYNC_CAPTURE_TABLES        SYNONYM		   PUBLIC
ALL_SYNONYMS		       VIEW		   SYS
ALL_SYNONYMS		       SYNONYM		   PUBLIC
ALL_TABLES		       SYNONYM		   PUBLIC
ALL_TABLES		       VIEW		   SYS
ALL_TAB_COLS		       VIEW		   SYS
ALL_TAB_COLS		       SYNONYM		   PUBLIC
ALL_TAB_COLUMNS 	       VIEW		   SYS
ALL_TAB_COLUMNS 	       SYNONYM		   PUBLIC
ALL_TAB_COL_STATISTICS	       VIEW		   SYS
ALL_TAB_COL_STATISTICS	       SYNONYM		   PUBLIC
ALL_TAB_COMMENTS	       VIEW		   SYS
ALL_TAB_COMMENTS	       SYNONYM		   PUBLIC
ALL_TAB_HISTGRM_PENDING_STATS  VIEW		   SYS
ALL_TAB_HISTGRM_PENDING_STATS  SYNONYM		   PUBLIC
ALL_TAB_HISTOGRAMS	       VIEW		   SYS
ALL_TAB_HISTOGRAMS	       SYNONYM		   PUBLIC
ALL_TAB_MODIFICATIONS	       SYNONYM		   PUBLIC
ALL_TAB_MODIFICATIONS	       VIEW		   SYS
ALL_TAB_PARTITIONS	       VIEW		   SYS
ALL_TAB_PARTITIONS	       SYNONYM		   PUBLIC
ALL_TAB_PENDING_STATS	       VIEW		   SYS
ALL_TAB_PENDING_STATS	       SYNONYM		   PUBLIC
ALL_TAB_PRIVS		       VIEW		   SYS
ALL_TAB_PRIVS		       SYNONYM		   PUBLIC
ALL_TAB_PRIVS_MADE	       SYNONYM		   PUBLIC
ALL_TAB_PRIVS_MADE	       VIEW		   SYS
ALL_TAB_PRIVS_RECD	       VIEW		   SYS
ALL_TAB_PRIVS_RECD	       SYNONYM		   PUBLIC
ALL_TAB_STATISTICS	       VIEW		   SYS
ALL_TAB_STATISTICS	       SYNONYM		   PUBLIC
ALL_TAB_STATS_HISTORY	       SYNONYM		   PUBLIC
ALL_TAB_STATS_HISTORY	       VIEW		   SYS
ALL_TAB_STAT_PREFS	       SYNONYM		   PUBLIC
ALL_TAB_STAT_PREFS	       VIEW		   SYS
ALL_TAB_SUBPARTITIONS	       VIEW		   SYS
ALL_TAB_SUBPARTITIONS	       SYNONYM		   PUBLIC
ALL_TRANSFORMATIONS	       VIEW		   SYS
ALL_TRIGGERS		       SYNONYM		   PUBLIC
ALL_TRIGGERS		       VIEW		   SYS
ALL_TRIGGER_COLS	       VIEW		   SYS
ALL_TRIGGER_COLS	       SYNONYM		   PUBLIC
ALL_TRIGGER_ORDERING	       VIEW		   SYS
ALL_TRIGGER_ORDERING	       SYNONYM		   PUBLIC
ALL_TSTZ_TABLES 	       VIEW		   SYS
ALL_TSTZ_TABLES 	       SYNONYM		   PUBLIC
ALL_TSTZ_TAB_COLS	       SYNONYM		   PUBLIC
ALL_TSTZ_TAB_COLS	       VIEW		   SYS
ALL_TYPES		       SYNONYM		   PUBLIC
ALL_TYPES		       VIEW		   SYS
ALL_TYPE_ATTRS		       VIEW		   SYS
ALL_TYPE_ATTRS		       SYNONYM		   PUBLIC
ALL_TYPE_METHODS	       VIEW		   SYS
ALL_TYPE_METHODS	       SYNONYM		   PUBLIC
ALL_TYPE_VERSIONS	       SYNONYM		   PUBLIC
ALL_TYPE_VERSIONS	       VIEW		   SYS
ALL_UNUSED_COL_TABS	       SYNONYM		   PUBLIC
ALL_UNUSED_COL_TABS	       VIEW		   SYS
ALL_UPDATABLE_COLUMNS	       VIEW		   SYS
ALL_UPDATABLE_COLUMNS	       SYNONYM		   PUBLIC
ALL_USERS		       SYNONYM		   PUBLIC
ALL_USERS		       VIEW		   SYS
ALL_USTATS		       VIEW		   SYS
ALL_USTATS		       SYNONYM		   PUBLIC
ALL_VARRAYS		       VIEW		   SYS
ALL_VARRAYS		       SYNONYM		   PUBLIC
ALL_VERSION_HVIEW	       SYNONYM		   PUBLIC
ALL_VERSION_HVIEW	       VIEW		   WMSYS
ALL_VERSION_HVIEW_WDEPTH       VIEW		   WMSYS
ALL_VIEWS		       SYNONYM		   PUBLIC
ALL_VIEWS		       VIEW		   SYS
ALL_VIEWS_AE		       SYNONYM		   PUBLIC
ALL_VIEWS_AE		       VIEW		   SYS
ALL_WARNING_SETTINGS	       VIEW		   SYS
ALL_WARNING_SETTINGS	       SYNONYM		   PUBLIC
ALL_WM_CONSTRAINTS	       VIEW		   WMSYS
ALL_WM_CONSTRAINTS	       SYNONYM		   PUBLIC
ALL_WM_CONS_COLUMNS	       SYNONYM		   PUBLIC
ALL_WM_CONS_COLUMNS	       VIEW		   WMSYS
ALL_WM_IND_COLUMNS	       VIEW		   WMSYS
ALL_WM_IND_COLUMNS	       SYNONYM		   PUBLIC
ALL_WM_IND_EXPRESSIONS	       VIEW		   WMSYS
ALL_WM_IND_EXPRESSIONS	       SYNONYM		   PUBLIC
ALL_WM_LOCKED_TABLES	       SYNONYM		   PUBLIC
ALL_WM_LOCKED_TABLES	       VIEW		   WMSYS
ALL_WM_MODIFIED_TABLES	       VIEW		   WMSYS
ALL_WM_MODIFIED_TABLES	       SYNONYM		   PUBLIC
ALL_WM_RIC_INFO 	       VIEW		   WMSYS
ALL_WM_RIC_INFO 	       SYNONYM		   PUBLIC
ALL_WM_TAB_TRIGGERS	       VIEW		   WMSYS
ALL_WM_TAB_TRIGGERS	       SYNONYM		   PUBLIC
ALL_WM_VERSIONED_TABLES        VIEW		   WMSYS
ALL_WM_VERSIONED_TABLES        SYNONYM		   PUBLIC
ALL_WM_VT_ERRORS	       SYNONYM		   PUBLIC
ALL_WM_VT_ERRORS	       VIEW		   WMSYS
ALL_WORKSPACES		       VIEW		   WMSYS
ALL_WORKSPACES		       SYNONYM		   PUBLIC
ALL_WORKSPACES_INTERNAL        SYNONYM		   PUBLIC
ALL_WORKSPACES_INTERNAL        VIEW		   WMSYS
ALL_WORKSPACE_PRIVS	       VIEW		   WMSYS
ALL_WORKSPACE_PRIVS	       SYNONYM		   PUBLIC
ALL_WORKSPACE_SAVEPOINTS       SYNONYM		   PUBLIC
ALL_WORKSPACE_SAVEPOINTS       VIEW		   WMSYS
ALL_XDS_ATTRIBUTE_SECS	       SYNONYM		   PUBLIC
ALL_XDS_ATTRIBUTE_SECS	       VIEW		   SYS
ALL_XDS_INSTANCE_SETS	       VIEW		   SYS
ALL_XDS_INSTANCE_SETS	       SYNONYM		   PUBLIC
ALL_XDS_OBJECTS 	       SYNONYM		   PUBLIC
ALL_XDS_OBJECTS 	       VIEW		   SYS
ALL_XML_INDEXES 	       SYNONYM		   PUBLIC
ALL_XML_INDEXES 	       VIEW		   SYS
ALL_XML_SCHEMAS 	       VIEW		   SYS
ALL_XML_SCHEMAS 	       SYNONYM		   PUBLIC
ALL_XML_SCHEMAS2	       SYNONYM		   PUBLIC
ALL_XML_SCHEMAS2	       VIEW		   SYS
ALL_XML_TABLES		       VIEW		   SYS
ALL_XML_TABLES		       SYNONYM		   PUBLIC
ALL_XML_TAB_COLS	       SYNONYM		   PUBLIC
ALL_XML_TAB_COLS	       VIEW		   SYS
ALL_XML_VIEWS		       VIEW		   SYS
ALL_XML_VIEWS		       SYNONYM		   PUBLIC
ALL_XML_VIEW_COLS	       VIEW		   SYS
ALL_XML_VIEW_COLS	       SYNONYM		   PUBLIC
ALL_XSC_AGGREGATE_PRIVILEGE    SYNONYM		   PUBLIC
ALL_XSC_PRIVILEGE	       SYNONYM		   PUBLIC
ALL_XSC_SECURITY_CLASS	       SYNONYM		   PUBLIC
ALL_XSC_SECURITY_CLASS_DEP     SYNONYM		   PUBLIC
ALL_XSC_SECURITY_CLASS_STATUS  SYNONYM		   PUBLIC
ALL_XSTREAM_ADMINISTRATOR      SYNONYM		   PUBLIC
ALL_XSTREAM_INBOUND	       SYNONYM		   PUBLIC
ALL_XSTREAM_INBOUND_PROGRESS   SYNONYM		   PUBLIC
ALL_XSTREAM_OUTBOUND	       SYNONYM		   PUBLIC
ALL_XSTREAM_OUTBOUND_PROGRESS  SYNONYM		   PUBLIC
ALL_XSTREAM_OUT_SUPPORT_MODE   SYNONYM		   PUBLIC
ALL_XSTREAM_RULES	       SYNONYM		   PUBLIC
ANTERIOR_REG_GRABADO	       SYNONYM		   PUBLIC
ANTE_OTROS_ANTECEDENTE_AFIL    SYNONYM		   PUBLIC
ANYDATA 		       TYPE		   SYS
ANYDATA 		       SYNONYM		   PUBLIC
ANYDATASET		       TYPE		   SYS
ANYDATASET		       SYNONYM		   PUBLIC
ANYTYPE 		       TYPE		   SYS
ANYTYPE 		       SYNONYM		   PUBLIC
APERTURA_ATENCIONES_MEDICAS    SYNONYM		   PUBLIC
AQ$INTERNET_USERS	       SYNONYM		   PUBLIC
AQ$_AGENT		       TYPE		   SYS
AQ$_DEQUEUE_HISTORY	       TYPE		   SYS
AQ$_DESCRIPTOR		       TYPE		   SYS
AQ$_DESCRIPTOR		       TYPE		   SYS
AQ$_DESCRIPTOR		       TYPE		   SYS
AQ$_DESCRIPTOR		       TYPE		   SYS
AQ$_DESCRIPTOR		       TYPE		   SYS
AQ$_DUMMY_T		       TYPE		   SYS
AQ$_HISTORY		       TYPE		   SYS
AQ$_JMS_ARRAY_ERRORS	       TYPE		   SYS
AQ$_JMS_ARRAY_ERROR_INFO       TYPE		   SYS
AQ$_JMS_ARRAY_MSGIDS	       TYPE		   SYS
AQ$_JMS_ARRAY_MSGID_INFO       TYPE		   SYS
AQ$_JMS_BYTES_MESSAGE	       TYPE		   SYS
AQ$_JMS_BYTES_MESSAGES	       TYPE		   SYS
AQ$_JMS_EXCEPTION	       TYPE		   SYS
AQ$_JMS_HEADER		       TYPE		   SYS
AQ$_JMS_MAP_MESSAGE	       TYPE		   SYS
AQ$_JMS_MAP_MESSAGES	       TYPE		   SYS
AQ$_JMS_MESSAGE 	       TYPE		   SYS
AQ$_JMS_MESSAGES	       TYPE		   SYS
AQ$_JMS_MESSAGE_PROPERTIES     TYPE		   SYS
AQ$_JMS_MESSAGE_PROPERTY       TYPE		   SYS
AQ$_JMS_NAMEARRAY	       TYPE		   SYS
AQ$_JMS_OBJECT_MESSAGE	       TYPE		   SYS
AQ$_JMS_OBJECT_MESSAGES        TYPE		   SYS
AQ$_JMS_STREAM_MESSAGE	       TYPE		   SYS
AQ$_JMS_STREAM_MESSAGES        TYPE		   SYS
AQ$_JMS_TEXT_MESSAGE	       TYPE		   SYS
AQ$_JMS_TEXT_MESSAGES	       TYPE		   SYS
AQ$_JMS_USERPROPARRAY	       TYPE		   SYS
AQ$_JMS_USERPROPERTY	       TYPE		   SYS
AQ$_JMS_VALUE		       TYPE		   SYS
AQ$_MIDARRAY		       TYPE		   SYS
AQ$_NOTIFY_MSG		       TYPE		   SYS
AQ$_NTFN_DESCRIPTOR	       TYPE		   SYS
AQ$_NTFN_MSGID_ARRAY	       TYPE		   SYS
AQ$_POST_INFO		       TYPE		   SYS
AQ$_POST_INFO		       TYPE		   SYS
AQ$_POST_INFO_LIST	       TYPE		   SYS
AQ$_POST_INFO_LIST	       TYPE		   SYS
AQ$_RECIPIENTS		       TYPE		   SYS
AQ$_REG_INFO		       TYPE		   SYS
AQ$_REG_INFO		       TYPE		   SYS
AQ$_REG_INFO		       TYPE		   SYS
AQ$_REG_INFO		       TYPE		   SYS
AQ$_REG_INFO_LIST	       TYPE		   SYS
AQ$_REG_INFO_LIST	       TYPE		   SYS
AQ$_REG_INFO_LIST	       TYPE		   SYS
AQ$_REG_INFO_LIST	       TYPE		   SYS
AQ$_SIG_PROP		       TYPE		   SYS
AQ$_SUBSCRIBER		       TYPE		   SYS
AQ$_SUBSCRIBERS 	       TYPE		   SYS
AQ$_SUBSCRIBER_T	       TYPE		   SYS
ARANCEL_EQUIPO_MEDICO	       SYNONYM		   PUBLIC
ARANCEL_PRESTADOR	       SYNONYM		   PUBLIC
ARRAYEXTRUTACOMPANANTE	       TYPE		   INFOMEDICA
ARTS_ARCHIVO_TRASPASO	       SYNONYM		   PUBLIC
AUDIT_ACTIONS		       SYNONYM		   PUBLIC
AUDIT_ACTIONS		       TABLE		   SYS
AVAL_AVAL_AFILIADO	       SYNONYM		   PUBLIC
AWRBL_DETAILS_TYPE	       TYPE		   SYS
AWRBL_DETAILS_TYPE	       SYNONYM		   PUBLIC
AWRBL_DETAILS_TYPE_TABLE       TYPE		   SYS
AWRBL_DETAILS_TYPE_TABLE       SYNONYM		   PUBLIC
AWRBL_METRIC_TYPE	       SYNONYM		   PUBLIC
AWRBL_METRIC_TYPE	       TYPE		   SYS
AWRBL_METRIC_TYPE_TABLE        SYNONYM		   PUBLIC
AWRBL_METRIC_TYPE_TABLE        TYPE		   SYS
AWRDRPT_TEXT_TYPE	       TYPE		   SYS
AWRDRPT_TEXT_TYPE	       SYNONYM		   PUBLIC
AWRDRPT_TEXT_TYPE_TABLE        SYNONYM		   PUBLIC
AWRDRPT_TEXT_TYPE_TABLE        TYPE		   SYS
AWRRPT_CLB_ARY		       TYPE		   SYS
AWRRPT_CLB_ARY		       SYNONYM		   PUBLIC
AWRRPT_HTML_TYPE	       SYNONYM		   PUBLIC
AWRRPT_HTML_TYPE	       TYPE		   SYS
AWRRPT_HTML_TYPE	       TYPE		   SYS
AWRRPT_HTML_TYPE_TABLE	       TYPE		   SYS
AWRRPT_HTML_TYPE_TABLE	       TYPE		   SYS
AWRRPT_HTML_TYPE_TABLE	       SYNONYM		   PUBLIC
AWRRPT_INSTANCE_LIST_TYPE      SYNONYM		   PUBLIC
AWRRPT_NUM_ARY		       TYPE		   SYS
AWRRPT_NUM_ARY		       SYNONYM		   PUBLIC
AWRRPT_ROW_TYPE 	       SYNONYM		   PUBLIC
AWRRPT_ROW_TYPE 	       TYPE		   SYS
AWRRPT_TEXT_TYPE	       SYNONYM		   PUBLIC
AWRRPT_TEXT_TYPE	       TYPE		   SYS
AWRRPT_TEXT_TYPE_TABLE	       SYNONYM		   PUBLIC
AWRRPT_TEXT_TYPE_TABLE	       TYPE		   SYS
AWRRPT_VCH_ARY		       TYPE		   SYS
AWRRPT_VCH_ARY		       SYNONYM		   PUBLIC
AWRSQRPT_TEXT_TYPE	       SYNONYM		   PUBLIC
AWRSQRPT_TEXT_TYPE	       TYPE		   SYS
AWRSQRPT_TEXT_TYPE_TABLE       SYNONYM		   PUBLIC
AWRSQRPT_TEXT_TYPE_TABLE       TYPE		   SYS
AWR_OBJECT_INFO_TABLE_TYPE     SYNONYM		   PUBLIC
AWR_OBJECT_INFO_TYPE	       SYNONYM		   PUBLIC
BANANULABONOU_PKG	       SYNONYM		   IMED
BANANULABONOU_PKG	       PACKAGE		   INFOMEDICA
BANARR			       PACKAGE		   INFOMEDICA
BANARR			       SYNONYM		   IMED
BANBENCERTIF_PKG	       SYNONYM		   IMED
BANBENCERTIF_PKG	       PACKAGE		   INFOMEDICA
BANBENREC_PKG		       SYNONYM		   IMED
BANBENREC_PKG		       PACKAGE		   INFOMEDICA
BANCOPTRAN_PKG		       SYNONYM		   IMED
BANDATOSPREST_PKG	       SYNONYM		   IMED
BANDATOSPREST_PKG	       PACKAGE		   INFOMEDICA
BANENROLA_PKG		       SYNONYM		   IMED
BANENROLA_PKG		       PACKAGE		   INFOMEDICA
BANENVBONIS_PKG 	       SYNONYM		   IMED
BANENVBONIS_PKG 	       PACKAGE		   INFOMEDICA
BANINFENROLA_PKG	       PACKAGE		   INFOMEDICA
BANINFENROLA_PKG	       SYNONYM		   IMED
BANLEERUTCOTIZ_PKG	       PACKAGE		   INFOMEDICA
BANLEERUTCOTIZ_PKG	       SYNONYM		   IMED
BANMENSAJEBEN_PKG	       PACKAGE		   INFOMEDICA
BANMENSAJEBEN_PKG	       SYNONYM		   IMED
BANNEWBENCERTIF_PKG	       PACKAGE		   INFOMEDICA
BANNEWBENCERTIF_PKG	       SYNONYM		   IMED
BANPRESTPAQUETE_PKG	       PACKAGE		   INFOMEDICA
BANPRESTPAQUETE_PKG	       SYNONYM		   IMED
BANSOLICFOLIOS_PKG	       PACKAGE		   INFOMEDICA
BANSOLICFOLIOS_PKG	       SYNONYM		   IMED
BANVALIDACAT_PKG	       SYNONYM		   IMED
BANVALIDACAT_PKG	       PACKAGE		   INFOMEDICA
BANVALORIZI_PKG 	       SYNONYM		   IMED
BANVALORIZI_PKG 	       PACKAGE		   INFOMEDICA
BANVALORVARI_PKG	       PACKAGE		   INFOMEDICA
BANVALORVARI_PKG	       SYNONYM		   IMED
BANVALPRE_PKG		       SYNONYM		   IMED
BANVALPRE_PKG		       PACKAGE		   INFOMEDICA
BANVALTRANS_PKG 	       SYNONYM		   IMED
BANVALTRANS_PKG 	       PACKAGE		   INFOMEDICA
BENEFICIARIOS_COTIZANTES       VIEW		   BANPROD
BENEFICIARIOS_COTIZANTES       SYNONYM		   PUBLIC
BITA_BITACORA_AFIL	       SYNONYM		   PUBLIC
